fecha_operacion,operacion,importe,operacion_limpia,tipo,año_mes,categoria,origen
2022-08-04,"transaccion contactless en global salcai, las palmas de, . :*585729",1.65,transaccion contactless en global salcai las palmas de,gasto,2022-08,Transporte,manual
2022-08-04,"en laiba doner keb, telde, . :*585729",8.6,en laiba doner keb telde,gasto,2022-08,Supermercado,modelo
2022-08-05,"recibo cayest turistica sl n: recibo 0049 6140 755 bbdywqv ref. mandato 5382021522202206, de",34.0,recibo cayest turistica sl n recibo bbdywqv ref mandato de,gasto,2022-08,Facturas,manual
2022-08-05,"transferencia de oscar alejandro gomez bastidas, concepto sin concepto.",13.5,transferencia de oscar alejandro gomez bastidas concepto sin concepto,ingreso,2022-08,Ingreso,manual
2022-08-05,"transaccion contactless en hd arnao, telde, . :*585729",26.03,transaccion contactless en hd arnao telde,gasto,2022-08,Supermercado,modelo
2022-08-08,"compra sumup *pizza movil, telde, eta 5163830309585729 , comision 0,00",15.0,compra sumup pizza movil telde eta comision,gasto,2022-08,Restauración,manual
2022-08-04,"compra sumup *pizza movil, telde, eta 5163830309585729 , comision 0,00",6.0,compra sumup pizza movil telde eta comision,gasto,2022-08,Restauración,manual
2022-08-09,"compra internet en repsol waylet, madrid, . :*585729",24.11,compra internet en repsol waylet madrid,gasto,2022-08,Transporte,manual
2022-08-09,"transferencia de oscar alejandro gomez bastidas, concepto sin concepto.",11.0,transferencia de oscar alejandro gomez bastidas concepto sin concepto,ingreso,2022-08,Ingreso,manual
2022-08-10,"transferencia de evelymar esperanza bastidas rosario, concepto adicional.",100.0,transferencia de evelymar esperanza bastidas rosario concepto adicional,ingreso,2022-08,Ingreso,manual
2022-08-10,"transaccion contactless en alcampo telde, telde, . :*585729",16.4,transaccion contactless en alcampo telde telde,gasto,2022-08,Supermercado,manual
2022-08-10,transferencia a favor de samuel concepto: cine,8.4,transferencia a favor de samuel concepto cine,gasto,2022-08,Transferencia personal,manual
2022-08-11,"compra internet en repsol waylet, madrid, . :*585729",24.11,compra internet en repsol waylet madrid,gasto,2022-08,Transporte,manual
2022-08-12,"en disa valsequill, valsequillo (, . :*585729",1.9,en disa valsequill valsequillo,gasto,2022-08,Transporte,manual
2022-08-16,"en pizza royers te, telde, . :*585729",18.5,en pizza royers te telde,gasto,2022-08,Restauración,manual
2022-08-13,"en pizza royers te, telde, . :*585729",1.7,en pizza royers te telde,gasto,2022-08,Restauración,manual
2022-08-16,"en alcampo telde, telde, . :*585729",12.25,en alcampo telde telde,gasto,2022-08,Supermercado,manual
2022-08-16,"compra internet en repsol waylet, madrid, . :*585729",24.11,compra internet en repsol waylet madrid,gasto,2022-08,Transporte,manual
2022-08-17,"en rincon del pan, las palmas de, . :*585729",4.25,en rincon del pan las palmas de,gasto,2022-08,Restauración,modelo
2022-08-18,"transaccion contactless en electro tv kair, las palmas de, . :*585729",12.6,transaccion contactless en electro tv kair las palmas de,gasto,2022-08,Restauración,modelo
2022-08-23,"en supermercdo lop, valsequillo (, . :*585729",1.45,en supermercdo lop valsequillo,gasto,2022-08,Restauración,modelo
2022-08-24,"ingreso contra cuenta, atm suc.0520 el 23/08/2022 a las 22:56",30.0,ingreso contra cuenta atm suc el a las,ingreso,2022-08,Ingreso,modelo
2022-08-24,"compra domestic & general esp, madrid, eta 5163830309585729 , comision 0,00",6.19,compra domestic & general esp madrid eta comision,gasto,2022-08,Ocio / Suscripciones,modelo
2022-08-26,"en hd melenara, telde, . :*585729",2.25,en hd melenara telde,gasto,2022-08,Supermercado,modelo
2022-08-30,"transferencia de evelymar esperanza bastidas rosario, concepto gastos septiembre.",232.0,transferencia de evelymar esperanza bastidas rosario concepto gastos septiembre,ingreso,2022-08,Ingreso,manual
2022-08-30,"transferencia de evelymar esperanza bastidas rosario, concepto universidad 2022 2023.",151.64,transferencia de evelymar esperanza bastidas rosario concepto universidad,ingreso,2022-08,Ingreso,manual
2022-08-30,"compra internet en univ. las palma, las palmas de, . :*585729",151.64,compra internet en univ las palma las palmas de,gasto,2022-08,Gastos extraordinarios,manual
2022-08-31,"en ikea tienda sue, telde, . :*585729",6.6,en ikea tienda sue telde,gasto,2022-08,Compras no esenciales,manual
2022-09-01,"en muelle deportiv, palmas de gra, . :*585729",1.55,en muelle deportiv palmas de gra,gasto,2022-09,Restauración,modelo
2022-08-31,"en llao llao, palmas de gra, . :*585729",7.6,en llao llao palmas de gra,gasto,2022-08,Restauración,modelo
2022-09-02,"compra internet en waylet burger, sevilla, . :*585729",19.63,compra internet en waylet burger sevilla,gasto,2022-09,Transporte,modelo
2022-09-02,"en hd arnao, telde, . :*585729",5.19,en hd arnao telde,gasto,2022-09,Supermercado,modelo
2022-08-30,"compra bk 29421 mirador_cana, las palmas, eta 5163830309585729 , comision 0,00",2.95,compra bk mirador cana las palmas eta comision,gasto,2022-08,Restauración,manual
2022-08-30,"compra bk 29421 mirador_cana, las palmas, eta 5163830309585729 , comision 0,00",2.5,compra bk mirador cana las palmas eta comision,gasto,2022-08,Restauración,manual
2022-09-05,"compra internet en repsol waylet, madrid, . :*585729",27.99,compra internet en repsol waylet madrid,gasto,2022-09,Transporte,manual
2022-09-02,"compra spotifyes p1d832b37c, stockholm, eta 5163830309585729 , comision 0,00",4.99,compra spotifyes pdbc stockholm eta comision,gasto,2022-09,Ocio / Suscripciones,manual
2022-09-07,"recibo cayest turistica sl n: recibo 0049 6140 755 bbdzrlt ref. mandato 5382021522202206, de",34.0,recibo cayest turistica sl n recibo bbdzrlt ref mandato de,gasto,2022-09,Facturas,manual
2022-09-08,"en mas que churros, vecindario, . :*585729",10.1,en mas que churros vecindario,gasto,2022-09,Restauración,modelo
2022-09-08,"en proxim supermer, vecindario, . :*585729",0.79,en proxim supermer vecindario,gasto,2022-09,Restauración,modelo
2022-09-09,transferencia a favor de d:bora concepto: cosas,20.22,transferencia a favor de d bora concepto cosas,gasto,2022-09,Transferencia personal,manual
2022-09-12,"en ikea tienda sue, telde, . :*585729",4.25,en ikea tienda sue telde,gasto,2022-09,Compras no esenciales,manual
2022-09-09,"en ciaalimnt hermn, las palmas, . :*585729",1.39,en ciaalimnt hermn las palmas,gasto,2022-09,Transporte,modelo
2022-09-09,"en delorean burgue, monte lentisc, . :*585729",26.68,en delorean burgue monte lentisc,gasto,2022-09,Restauración,modelo
2022-09-11,"en spar velazquez, cruce de sard, . :*585729",1.0,en spar velazquez cruce de sard,gasto,2022-09,Restauración,modelo
2022-09-11,"en bazar om sai, mogan, . :*585729",1.0,en bazar om sai mogan,gasto,2022-09,Restauración,modelo
2022-09-11,"en gasolinera del, santa brigida, . :*585729",2.1,en gasolinera del santa brigida,gasto,2022-09,Transporte,manual
2022-09-12,"en las casitas emp, las palmas de, . :*585729",2.6,en las casitas emp las palmas de,gasto,2022-09,Restauración,manual
2022-09-13,"en 38, las palmas, . :*585729",0.6,en las palmas,gasto,2022-09,Transporte,modelo
2022-09-12,"en multiopticas tr, palmas (las), . :*585729",20.0,en multiopticas tr palmas las,gasto,2022-09,Restauración,modelo
2022-09-13,"compra internet en repsol waylet, madrid, . :*585729",27.8,compra internet en repsol waylet madrid,gasto,2022-09,Transporte,manual
2022-09-13,"transferencia de evelymar esperanza bastidas rosario, concepto gafas.",100.0,transferencia de evelymar esperanza bastidas rosario concepto gafas,ingreso,2022-09,Ingreso,manual
2022-09-15,"en b king cc las t, telde, . :*585729",12.48,en b king cc las t telde,gasto,2022-09,Restauración,modelo
2022-09-19,"en bazar valsequil, valsequillo d, . :*585729",3.7,en bazar valsequil valsequillo d,gasto,2022-09,Restauración,modelo
2022-09-20,"en minimarket la x, las palmas, . :*585729",2.15,en minimarket la x las palmas,gasto,2022-09,Restauración,modelo
2022-09-20,"transaccion contactless en hd arnao, telde, . :*585729",4.94,transaccion contactless en hd arnao telde,gasto,2022-09,Supermercado,modelo
2022-09-21,"compra internet en repsol waylet, madrid, . :*585729",18.21,compra internet en repsol waylet madrid,gasto,2022-09,Transporte,manual
2022-09-22,"en mercadona las t, telde, . :*585729",5.6,en mercadona las t telde,gasto,2022-09,Supermercado,manual
2022-09-22,"transferencia de evelymar esperanza bastidas rosario, concepto adelanto de gastos del mes.",100.0,transferencia de evelymar esperanza bastidas rosario concepto adelanto de gastos del mes,ingreso,2022-09,Ingreso,manual
2022-09-23,"en las casitas emp, las palmas de, . :*585729",2.7,en las casitas emp las palmas de,gasto,2022-09,Restauración,manual
2022-09-26,"en supermercdo lop, valsequillo (, . :*585729",12.24,en supermercdo lop valsequillo,gasto,2022-09,Restauración,modelo
2022-09-23,"en caleta food, vecindario, . :*585729",6.5,en caleta food vecindario,gasto,2022-09,Restauración,manual
2022-09-24,"en hd arnao, telde, . :*585729",17.31,en hd arnao telde,gasto,2022-09,Supermercado,modelo
2022-09-24,"en lidl can-gc-tel, telde, . :*585729",4.35,en lidl can gc tel telde,gasto,2022-09,Supermercado,manual
2022-09-25,"transaccion contactless en la panera, valsequillo (, . :*585729",0.95,transaccion contactless en la panera valsequillo,gasto,2022-09,Restauración,modelo
2022-09-26,"en mercadona las t, telde, . :*585729",2.39,en mercadona las t telde,gasto,2022-09,Supermercado,manual
2022-09-26,"en 38, las palmas, . :*585729",0.2,en las palmas,gasto,2022-09,Transporte,modelo
2022-09-26,"transaccion contactless en multiopticas tr, palmas (las), . :*585729",79.0,transaccion contactless en multiopticas tr palmas las,gasto,2022-09,Gastos extraordinarios,modelo
2022-09-26,"en laiba doner keb, telde, . :*585729",10.1,en laiba doner keb telde,gasto,2022-09,Supermercado,modelo
2022-09-22,"compra domestic & general esp, madrid, eta 5163830309585729 , comision 0,00",6.19,compra domestic & general esp madrid eta comision,gasto,2022-09,Ocio / Suscripciones,modelo
2022-09-27,"transferencia de debora vega ravelo, concepto envio de dinero - imaginbank.",17.31,transferencia de debora vega ravelo concepto envio de dinero imaginbank,ingreso,2022-09,Ingreso,manual
2022-09-28,"en minimarket la x, las palmas, . :*585729",1.4,en minimarket la x las palmas,gasto,2022-09,Restauración,modelo
2022-09-29,"en bar tifariti, valsequillo, . :*585729",3.5,en bar tifariti valsequillo,gasto,2022-09,Restauración,manual
2022-09-28,"en cantina el buen, valsequillo, . :*585729",8.3,en cantina el buen valsequillo,gasto,2022-09,Restauración,manual
2022-09-29,"en atracciones can, telde, . :*585729",5.0,en atracciones can telde,gasto,2022-09,Supermercado,modelo
2022-09-30,"transferencia de evelymar esperanza bastidas rosario, concepto gastos del mes.",130.0,transferencia de evelymar esperanza bastidas rosario concepto gastos del mes,ingreso,2022-09,Ingreso,manual
2022-09-30,"transferencia de evelymar esperanza bastidas rosario, concepto certificado universidad.",27.0,transferencia de evelymar esperanza bastidas rosario concepto certificado universidad,ingreso,2022-09,Ingreso,manual
2022-09-30,"transferencia de evelymar esperanza bastidas rosario, concepto regalo cumple parte 3.",100.0,transferencia de evelymar esperanza bastidas rosario concepto regalo cumple parte,ingreso,2022-09,Ingreso,manual
2022-10-03,"en spar la barrera, valsequillo (, . :*585729",6.57,en spar la barrera valsequillo,gasto,2022-10,Restauración,manual
2022-10-01,"compra internet en repsol waylet, madrid, . :*585729",27.75,compra internet en repsol waylet madrid,gasto,2022-10,Transporte,manual
2022-10-01,"en piscolabis la v, aguimes, . :*585729",6.1,en piscolabis la v aguimes,gasto,2022-10,Restauración,modelo
2022-10-01,"en piscolabis la v, aguimes, . :*585729",1.0,en piscolabis la v aguimes,gasto,2022-10,Restauración,modelo
2022-10-01,"en artesiete las t, hornos del re, . :*585729",18.4,en artesiete las t hornos del re,gasto,2022-10,Ocio / Suscripciones,manual
2022-10-02,"en sakura, las palmas, . :*585729",34.45,en sakura las palmas,gasto,2022-10,Transporte,modelo
2022-10-04,"transferencia de debora vega ravelo, concepto ..",10.0,transferencia de debora vega ravelo concepto,ingreso,2022-10,Ingreso,manual
2022-10-02,"compra spotifyes p1e1afc44b, stockholm, eta 5163830309585729 , comision 0,00",4.99,compra spotifyes peafcb stockholm eta comision,gasto,2022-10,Ocio / Suscripciones,manual
2022-10-04,"en minimarket la x, las palmas, . :*585729",0.85,en minimarket la x las palmas,gasto,2022-10,Restauración,modelo
2022-10-06,"en dunkin coffee, las palmas de, . :*585729",5.55,en dunkin coffee las palmas de,gasto,2022-10,Restauración,modelo
2022-10-05,"en supermercdo lop, valsequillo (, . :*585729",1.75,en supermercdo lop valsequillo,gasto,2022-10,Restauración,modelo
2022-10-06,"recibo cayest turistica sl n: recibo 0049 6140 755 bbfbldq ref. mandato 5382021522202206, de",34.0,recibo cayest turistica sl n recibo bbfbldq ref mandato de,gasto,2022-10,Facturas,manual
2022-10-07,"compra amazon prime*na9d29ns5, amazon.es/prm, eta 5163830309585729 , comision 0,00",24.95,compra amazon prime nadns amazon es prm eta comision,gasto,2022-10,Compras no esenciales,manual
2022-10-10,"compra internet en repsol waylet, madrid, . :*585729",27.7,compra internet en repsol waylet madrid,gasto,2022-10,Transporte,manual
2022-10-10,transferencia a favor de d:bora concepto: comida,10.0,transferencia a favor de d bora concepto comida,gasto,2022-10,Transferencia personal,manual
2022-10-08,"en bazar valsequil, valsequillo d, . :*585729",2.2,en bazar valsequil valsequillo d,gasto,2022-10,Restauración,modelo
2022-10-10,"transferencia de evelymar esperanza bastidas rosario, concepto amazon prime.",13.0,transferencia de evelymar esperanza bastidas rosario concepto amazon prime,ingreso,2022-10,Ingreso,manual
2022-10-10,"transferencia de evelymar esperanza bastidas rosario, concepto vodafone primera factura octubre.",31.0,transferencia de evelymar esperanza bastidas rosario concepto vodafone primera factura octubre,ingreso,2022-10,Ingreso,manual
2022-10-11,"compra internet en univ. las palma, las palmas de, . :*585729",26.24,compra internet en univ las palma las palmas de,gasto,2022-10,Facturas,manual
2022-10-13,"transferencia de evelymar esperanza bastidas rosario, concepto reparacion diente.",300.0,transferencia de evelymar esperanza bastidas rosario concepto reparacion diente,ingreso,2022-10,Ingreso,manual
2022-10-13,"transferencia de evelymar esperanza bastidas rosario, concepto pago universidad.",28.41,transferencia de evelymar esperanza bastidas rosario concepto pago universidad,ingreso,2022-10,Ingreso,manual
2022-10-13,"transaccion contactless en carlos arboleda, telde, . :*585729",80.5,transaccion contactless en carlos arboleda telde,gasto,2022-10,Gastos extraordinarios,modelo
2022-10-13,"transaccion contactless en mcdonalds telde, telde, . :*585729",8.6,transaccion contactless en mcdonalds telde telde,gasto,2022-10,Restauración,manual
